epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
8,18.4879,2.2803,3.79254,1.59507,0,0,0,0,2.08492,3.88872,1.25972,0.043281,0.006281,0.006281
9,20.6787,1.99665,3.73789,1.43334,0,0,0,0,2.08492,3.88872,1.25972,0.036072,0.00707204,0.00707204
10,22.8927,2.04653,3.74772,1.38449,0,0,0,0,2.08492,3.88872,1.25972,0.0288606,0.00786063,0.00786063
11,25.0922,2.12726,3.82199,1.47499,0,0,0,0,2.08492,3.88872,1.25972,0.0216465,0.0086465,0.0086465
12,27.2386,1.88441,3.74012,1.3672,0,0,0,0,2.08492,3.88872,1.25972,0.0144293,0.00942934,0.00942934
13,29.3923,1.90552,3.7249,1.3451,0,0,0,0,2.08492,3.88872,1.25972,0.00991152,0.00991152,0.00991152
14,31.541,2.00447,3.6467,1.43629,0,0,0,0,2.08492,3.88872,1.25972,0.00989622,0.00989622,0.00989622
15,33.6807,2.05528,3.74665,1.50952,0,0,0,0,2.08492,3.88872,1.25972,0.0098797,0.0098797,0.0098797
16,35.9228,1.93154,3.66205,1.36632,0.01,0.2,0.00852,0.00402,1.91677,3.68887,1.22381,0.00986199,0.00986199,0.00986199
17,38.1232,1.80637,3.57911,1.26767,0.01,0.2,0.00852,0.00402,1.91677,3.68887,1.22381,0.00984307,0.00984307,0.00984307
18,40.3795,2.06867,3.58711,1.45675,0.01,0.2,0.00852,0.00402,1.91677,3.68887,1.22381,0.00982296,0.00982296,0.00982296
19,42.552,1.74774,3.58929,1.26889,0.01,0.2,0.00852,0.00402,1.91677,3.68887,1.22381,0.00980167,0.00980167,0.00980167
20,44.7288,2.05382,3.59561,1.47979,0.01,0.2,0.00852,0.00402,1.91677,3.68887,1.22381,0.00977919,0.00977919,0.00977919
21,46.8845,1.85029,3.5519,1.33381,0.01,0.2,0.00852,0.00402,1.91677,3.68887,1.22381,0.00975553,0.00975553,0.00975553
22,49.0597,1.92594,3.55876,1.38808,0.01,0.2,0.00852,0.00402,1.91677,3.68887,1.22381,0.0097307,0.0097307,0.0097307
23,51.2525,1.87337,3.54671,1.37806,0.01,0.2,0.00852,0.00402,1.91677,3.68887,1.22381,0.0097047,0.0097047,0.0097047
24,53.4684,1.91309,3.34842,1.34951,0.00657,0.13333,0.00495,0.00141,1.93924,3.70263,1.32193,0.00967754,0.00967754,0.00967754
25,55.5982,1.91189,3.10788,1.29934,0.00657,0.13333,0.00495,0.00141,1.93924,3.70263,1.32193,0.00964923,0.00964923,0.00964923
26,57.7831,2.22056,3.36643,1.57613,0.00657,0.13333,0.00495,0.00141,1.93924,3.70263,1.32193,0.00961978,0.00961978,0.00961978
27,59.9762,1.9516,3.26175,1.32658,0.00657,0.13333,0.00495,0.00141,1.93924,3.70263,1.32193,0.00958918,0.00958918,0.00958918
28,62.1163,1.85713,3.12855,1.28159,0.00657,0.13333,0.00495,0.00141,1.93924,3.70263,1.32193,0.00955746,0.00955746,0.00955746
29,64.3157,1.87992,3.23797,1.35772,0.00657,0.13333,0.00495,0.00141,1.93924,3.70263,1.32193,0.00952461,0.00952461,0.00952461
30,66.4617,1.72909,3.24557,1.27867,0.00657,0.13333,0.00495,0.00141,1.93924,3.70263,1.32193,0.00949065,0.00949065,0.00949065
31,68.6229,1.88753,3.15835,1.27045,0.00657,0.13333,0.00495,0.00141,1.93924,3.70263,1.32193,0.00945558,0.00945558,0.00945558
32,70.8625,1.89337,2.84781,1.32347,0.76652,0.13333,0.1581,0.05606,2.04317,3.68781,1.32267,0.00941941,0.00941941,0.00941941
33,73.051,1.92417,2.88449,1.36878,0.76652,0.13333,0.1581,0.05606,2.04317,3.68781,1.32267,0.00938215,0.00938215,0.00938215
34,75.2172,1.89644,3.24106,1.36125,0.76652,0.13333,0.1581,0.05606,2.04317,3.68781,1.32267,0.00934381,0.00934381,0.00934381
35,77.4342,2.1053,3.18941,1.5465,0.76652,0.13333,0.1581,0.05606,2.04317,3.68781,1.32267,0.00930441,0.00930441,0.00930441
36,79.601,2.04187,2.85999,1.49618,0.76652,0.13333,0.1581,0.05606,2.04317,3.68781,1.32267,0.00926394,0.00926394,0.00926394
37,81.7548,1.99311,2.49635,1.34144,0.76652,0.13333,0.1581,0.05606,2.04317,3.68781,1.32267,0.00922242,0.00922242,0.00922242
38,83.9545,1.83918,2.69478,1.23214,0.76652,0.13333,0.1581,0.05606,2.04317,3.68781,1.32267,0.00917986,0.00917986,0.00917986
39,86.1521,1.88609,3.00515,1.29474,0.76652,0.13333,0.1581,0.05606,2.04317,3.68781,1.32267,0.00913627,0.00913627,0.00913627
40,88.3539,1.99942,2.93708,1.42632,0.98101,0.2,0.30449,0.15271,1.8965,2.51744,1.31102,0.00909166,0.00909166,0.00909166
41,90.5275,1.79307,2.55876,1.24215,0.98101,0.2,0.30449,0.15271,1.8965,2.51744,1.31102,0.00904604,0.00904604,0.00904604
42,92.6854,2.11211,2.76045,1.43587,0.98101,0.2,0.30449,0.15271,1.8965,2.51744,1.31102,0.00899942,0.00899942,0.00899942
43,94.8863,2.15032,2.61631,1.52498,0.98101,0.2,0.30449,0.15271,1.8965,2.51744,1.31102,0.00895182,0.00895182,0.00895182
44,97.0613,1.89917,2.46878,1.35259,0.98101,0.2,0.30449,0.15271,1.8965,2.51744,1.31102,0.00890325,0.00890325,0.00890325
45,99.2122,1.96304,2.80228,1.35692,0.98101,0.2,0.30449,0.15271,1.8965,2.51744,1.31102,0.00885371,0.00885371,0.00885371
46,101.438,2.01818,2.48472,1.37358,0.98101,0.2,0.30449,0.15271,1.8965,2.51744,1.31102,0.00880323,0.00880323,0.00880323
47,103.603,2.10081,3.39045,1.43265,0.98101,0.2,0.30449,0.15271,1.8965,2.51744,1.31102,0.0087518,0.0087518,0.0087518
48,105.804,2.03487,2.50809,1.36107,0.99373,0.2,0.38674,0.18474,1.90783,2.14671,1.24417,0.00869946,0.00869946,0.00869946
49,107.98,1.72678,2.16325,1.20661,0.99373,0.2,0.38674,0.18474,1.90783,2.14671,1.24417,0.0086462,0.0086462,0.0086462
50,110.142,1.76406,2.50568,1.21619,0.99373,0.2,0.38674,0.18474,1.90783,2.14671,1.24417,0.00859204,0.00859204,0.00859204
51,112.337,1.84826,2.55074,1.26202,0.99373,0.2,0.38674,0.18474,1.90783,2.14671,1.24417,0.008537,0.008537,0.008537
52,114.478,1.88252,2.6308,1.36072,0.99373,0.2,0.38674,0.18474,1.90783,2.14671,1.24417,0.00848108,0.00848108,0.00848108
53,116.607,2.0827,2.85855,1.63394,0.99373,0.2,0.38674,0.18474,1.90783,2.14671,1.24417,0.00842431,0.00842431,0.00842431
54,118.796,1.99976,2.51,1.34707,0.99373,0.2,0.38674,0.18474,1.90783,2.14671,1.24417,0.0083667,0.0083667,0.0083667
55,120.995,2.10504,2.68652,1.32684,0.99373,0.2,0.38674,0.18474,1.90783,2.14671,1.24417,0.00830825,0.00830825,0.00830825
56,123.182,1.79756,2.07574,1.26996,0.71607,0.39088,0.40127,0.20159,1.88298,1.83736,1.302,0.00824899,0.00824899,0.00824899
57,125.428,1.89838,2.70175,1.3251,0.71607,0.39088,0.40127,0.20159,1.88298,1.83736,1.302,0.00818893,0.00818893,0.00818893
58,127.582,1.87104,1.99231,1.35216,0.71607,0.39088,0.40127,0.20159,1.88298,1.83736,1.302,0.00812809,0.00812809,0.00812809
59,129.774,1.79392,2.48988,1.35902,0.71607,0.39088,0.40127,0.20159,1.88298,1.83736,1.302,0.00806647,0.00806647,0.00806647
60,131.963,1.8124,2.23638,1.26924,0.71607,0.39088,0.40127,0.20159,1.88298,1.83736,1.302,0.0080041,0.0080041,0.0080041
61,134.176,1.81199,2.16909,1.22028,0.71607,0.39088,0.40127,0.20159,1.88298,1.83736,1.302,0.00794099,0.00794099,0.00794099
62,136.412,1.96914,2.29094,1.3613,0.71607,0.39088,0.40127,0.20159,1.88298,1.83736,1.302,0.00787715,0.00787715,0.00787715
63,138.625,1.80381,2.10623,1.22709,0.71607,0.39088,0.40127,0.20159,1.88298,1.83736,1.302,0.00781261,0.00781261,0.00781261
64,140.832,1.90284,2.2469,1.37825,0.75207,0.31892,0.33586,0.16832,1.97217,1.81345,1.35514,0.00774737,0.00774737,0.00774737
65,142.987,1.96542,2.035,1.36907,0.75207,0.31892,0.33586,0.16832,1.97217,1.81345,1.35514,0.00768145,0.00768145,0.00768145
66,145.108,1.59143,2.35718,1.22178,0.75207,0.31892,0.33586,0.16832,1.97217,1.81345,1.35514,0.00761488,0.00761488,0.00761488
67,147.24,1.74867,2.14308,1.28569,0.75207,0.31892,0.33586,0.16832,1.97217,1.81345,1.35514,0.00754766,0.00754766,0.00754766
68,149.413,1.82755,1.86646,1.19459,0.75207,0.31892,0.33586,0.16832,1.97217,1.81345,1.35514,0.00747982,0.00747982,0.00747982
69,151.644,1.88789,2.05864,1.28236,0.75207,0.31892,0.33586,0.16832,1.97217,1.81345,1.35514,0.00741136,0.00741136,0.00741136
70,153.804,1.86688,2.2602,1.33289,0.75207,0.31892,0.33586,0.16832,1.97217,1.81345,1.35514,0.00734231,0.00734231,0.00734231
71,155.979,1.8637,2.30045,1.29348,0.75207,0.31892,0.33586,0.16832,1.97217,1.81345,1.35514,0.00727268,0.00727268,0.00727268
72,158.227,1.75092,1.82431,1.26265,0.92287,0.4,0.42473,0.22455,1.85486,1.56378,1.29916,0.0072025,0.0072025,0.0072025
73,160.955,1.76435,1.84411,1.23947,0.92287,0.4,0.42473,0.22455,1.85486,1.56378,1.29916,0.00713177,0.00713177,0.00713177
74,163.425,1.62612,1.76432,1.19462,0.92287,0.4,0.42473,0.22455,1.85486,1.56378,1.29916,0.00706051,0.00706051,0.00706051
75,165.776,1.91152,2.39571,1.45366,0.92287,0.4,0.42473,0.22455,1.85486,1.56378,1.29916,0.00698875,0.00698875,0.00698875
76,167.996,2.27579,2.10347,1.41005,0.92287,0.4,0.42473,0.22455,1.85486,1.56378,1.29916,0.0069165,0.0069165,0.0069165
77,170.176,1.81815,1.97576,1.26815,0.92287,0.4,0.42473,0.22455,1.85486,1.56378,1.29916,0.00684378,0.00684378,0.00684378
78,172.44,1.84096,1.932,1.27822,0.92287,0.4,0.42473,0.22455,1.85486,1.56378,1.29916,0.00677061,0.00677061,0.00677061
79,174.608,1.72654,1.92127,1.30491,0.92287,0.4,0.42473,0.22455,1.85486,1.56378,1.29916,0.006697,0.006697,0.006697
80,176.79,1.89939,1.79012,1.28035,0.79547,0.39817,0.39491,0.1778,2.02112,1.73918,1.32735,0.00662297,0.00662297,0.00662297
81,178.913,1.67115,2.14346,1.29368,0.79547,0.39817,0.39491,0.1778,2.02112,1.73918,1.32735,0.00654854,0.00654854,0.00654854
82,181.099,1.78154,2.01696,1.2737,0.79547,0.39817,0.39491,0.1778,2.02112,1.73918,1.32735,0.00647373,0.00647373,0.00647373
83,183.258,1.60653,1.82645,1.15639,0.79547,0.39817,0.39491,0.1778,2.02112,1.73918,1.32735,0.00639856,0.00639856,0.00639856
84,185.518,1.84666,2.18673,1.33239,0.79547,0.39817,0.39491,0.1778,2.02112,1.73918,1.32735,0.00632305,0.00632305,0.00632305
85,187.692,1.63756,1.8974,1.17378,0.79547,0.39817,0.39491,0.1778,2.02112,1.73918,1.32735,0.00624721,0.00624721,0.00624721
86,189.92,1.85754,1.85335,1.23086,0.79547,0.39817,0.39491,0.1778,2.02112,1.73918,1.32735,0.00617106,0.00617106,0.00617106
87,192.128,1.98476,2.11343,1.45046,0.79547,0.39817,0.39491,0.1778,2.02112,1.73918,1.32735,0.00609463,0.00609463,0.00609463
88,194.395,1.77429,1.89508,1.30672,0.6245,0.387,0.4115,0.20236,1.82384,1.83768,1.26154,0.00601792,0.00601792,0.00601792
89,196.561,1.73228,1.94119,1.22504,0.6245,0.387,0.4115,0.20236,1.82384,1.83768,1.26154,0.00594097,0.00594097,0.00594097
90,198.76,1.70977,1.6911,1.23344,0.6245,0.387,0.4115,0.20236,1.82384,1.83768,1.26154,0.00586379,0.00586379,0.00586379
91,200.928,1.71777,1.93368,1.21061,0.6245,0.387,0.4115,0.20236,1.82384,1.83768,1.26154,0.00578639,0.00578639,0.00578639
92,203.168,1.95086,1.88942,1.32389,0.6245,0.387,0.4115,0.20236,1.82384,1.83768,1.26154,0.0057088,0.0057088,0.0057088
93,205.35,1.61063,1.81207,1.22173,0.6245,0.387,0.4115,0.20236,1.82384,1.83768,1.26154,0.00563104,0.00563104,0.00563104
94,207.6,1.69626,1.84309,1.21575,0.6245,0.387,0.4115,0.20236,1.82384,1.83768,1.26154,0.00555312,0.00555312,0.00555312
95,209.769,1.73089,1.70401,1.15502,0.6245,0.387,0.4115,0.20236,1.82384,1.83768,1.26154,0.00547507,0.00547507,0.00547507
96,212.061,1.76373,2.16387,1.3884,0.89608,0.39907,0.40374,0.18854,1.90905,1.72402,1.27014,0.0053969,0.0053969,0.0053969
97,214.213,1.56512,1.95241,1.16128,0.89608,0.39907,0.40374,0.18854,1.90905,1.72402,1.27014,0.00531864,0.00531864,0.00531864
98,216.348,1.5625,1.73112,1.17779,0.89608,0.39907,0.40374,0.18854,1.90905,1.72402,1.27014,0.0052403,0.0052403,0.0052403
99,218.555,1.68239,3.34088,1.26177,0.89608,0.39907,0.40374,0.18854,1.90905,1.72402,1.27014,0.0051619,0.0051619,0.0051619
100,220.833,1.78827,1.91287,1.27393,0.89608,0.39907,0.40374,0.18854,1.90905,1.72402,1.27014,0.00508346,0.00508346,0.00508346
101,222.983,1.63734,1.61728,1.21025,0.89608,0.39907,0.40374,0.18854,1.90905,1.72402,1.27014,0.005005,0.005005,0.005005
102,225.211,1.7716,1.64846,1.21696,0.89608,0.39907,0.40374,0.18854,1.90905,1.72402,1.27014,0.00492654,0.00492654,0.00492654
103,227.386,1.55154,1.80612,1.17926,0.89608,0.39907,0.40374,0.18854,1.90905,1.72402,1.27014,0.0048481,0.0048481,0.0048481
104,229.684,1.89774,1.97634,1.34511,0.92657,0.32804,0.38639,0.1684,1.93879,1.6709,1.32685,0.0047697,0.0047697,0.0047697
